ID,NAME,LAT,LONG,ELEVATION
370,precipitation370,13.18452641,107.05750687,119.936866760254
371,precipitation371,13.10518609,106.91582571,157.296005249023
372,precipitation372,13.14059215,108.0273232,305.879760742188
373,precipitation373,13.18485679,106.0799941,46.2379837036133
374,precipitation374,13.08719152,107.18979967,137.454849243164
375,precipitation375,13.21943044,106.20698624,54.3955001831055
376,precipitation376,14.97473447,103.50641009,143.693969726562
377,precipitation377,14.94399144,103.2626401,144.516510009766
378,precipitation378,15.05305981,104.67801253,127.191207885742
379,precipitation379,15.05072976,104.17442358,114.43041229248
380,precipitation380,14.93382578,104.30159424,135.683517456055
381,precipitation381,15.00522228,103.99960621,118.187759399414
382,precipitation382,15.08988538,102.71165932,166.095016479492
383,precipitation383,15.05386176,106.59128041,809.4052734375
384,precipitation384,14.96985171,103.04030354,162.580993652344
385,precipitation385,14.87908166,102.68159149,197.806716918945
386,precipitation386,14.92092798,101.94343507,193.162460327148
387,precipitation387,14.98014022,101.64230936,265.615386962891
388,precipitation388,14.90635144,103.11010434,178.253036499023
389,precipitation389,14.95371433,103.38026502,154.526672363281
390,precipitation390,14.83263425,104.00583017,136.117538452148
391,precipitation391,14.95500603,107.58886253,1039.13610839844
392,precipitation392,15.02802903,107.74695933,736.702514648438
393,precipitation393,14.90002202,104.11838718,134.522674560547
394,precipitation394,14.93022616,104.61167914,133.904663085938
395,precipitation395,15.06921485,106.05894942,601.982299804688
396,precipitation396,14.97446912,106.10178312,303.211669921875
397,precipitation397,14.89364248,102.87575758,177.666748046875
398,precipitation398,14.83826407,102.86217555,164.207611083984
399,precipitation399,14.83357886,101.65408589,253.558258056641
400,precipitation400,14.94773765,105.09705187,124.842193603516
401,precipitation401,14.50496951,106.91340267,521.926452636719
402,precipitation402,14.32121618,102.8551245,248.040374755859
403,precipitation403,14.38150985,102.06849114,473.080871582031
404,precipitation404,14.57388943,106.27456839,89.4883728027344
405,precipitation405,14.40906401,106.40421654,121.979133605957
406,precipitation406,14.49639212,105.14434169,150.525421142578
407,precipitation407,14.43477827,106.59956879,154.320678710938
408,precipitation408,14.53134085,105.70662848,111.248275756836
409,precipitation409,14.49856779,105.9015213,119.470970153809
410,precipitation410,14.44198433,108.14864801,614.008544921875
411,precipitation411,14.52111567,107.90378427,610.998962402344
412,precipitation412,14.32261342,108.23732537,721.240112304688
413,precipitation413,14.40252647,108.00096144,537.666748046875
414,precipitation414,14.34803424,108.10607536,598.096862792969
415,precipitation415,14.38640633,102.24707699,210
416,precipitation416,14.35807417,102.52197513,233.829254150391
417,precipitation417,14.36382481,106.35509735,119.069282531738
418,precipitation418,14.39559418,105.73432585,106.813743591309
419,precipitation419,14.39764918,105.87290832,91.6584091186523
420,precipitation420,14.36277629,106.13537458,130.335342407227
421,precipitation421,14.29932337,105.86529264,71
422,precipitation422,14.42927781,107.77139648,866.212280273438
423,precipitation423,14.22441445,107.90833683,560.052673339844
424,precipitation424,14.23282892,102.69153508,282.998504638672
425,precipitation425,14.18928085,105.91192412,98.5245819091797
426,precipitation426,13.59951672,107.94266227,341.708374023438
427,precipitation427,13.61314086,106.93854277,126.7900390625
428,precipitation428,13.41263809,107.88576825,214.576934814453
429,precipitation429,13.58890343,107.32999952,193.573120117188
430,precipitation430,13.45079307,106.43082779,58.9706687927246
431,precipitation431,13.6449649,107.57334945,187.65266418457
432,precipitation432,13.47557318,106.85479384,97.9309768676758
433,precipitation433,13.32907712,106.62151983,129.559997558594
434,precipitation434,13.36904238,106.76041398,113.02986907959
435,precipitation435,13.62812095,105.79587524,96.9793319702148
436,precipitation436,13.50579596,105.95583324,74.1600036621094
437,precipitation437,13.54046788,107.02128087,135.007171630859
438,precipitation438,13.36602978,108.11075152,259.158996582031
439,precipitation439,13.54846729,107.15847541,162.068344116211
440,precipitation440,13.28778383,106.84719028,114.473701477051
441,precipitation441,13.66577753,107.82206726,320.733184814453
442,precipitation442,13.40233372,107.35320164,135.153686523438
443,precipitation443,13.46403306,107.50945313,149.777221679688
444,precipitation444,13.39098727,107.78926148,181.648391723633
445,precipitation445,13.34333894,107.36950968,118.174049377441
446,precipitation446,13.35289882,107.65578534,145.59928894043
447,precipitation447,13.34430428,107.24302446,124.631965637207
448,precipitation448,13.28967175,107.35294101,122.178268432617
449,precipitation449,13.50653024,105.7529864,63.6712837219238
450,precipitation450,13.45923295,105.66445024,111.183822631836
451,precipitation451,18.53268571,101.32849221,779.898010253906
452,precipitation452,18.50710691,101.93153584,317.032989501953
453,precipitation453,18.53926809,104.28140908,298.453918457031
454,precipitation454,18.46466954,104.38112089,416.727935791016
455,precipitation455,18.45797653,104.45049679,306.3984375
456,precipitation456,18.64551976,104.75680826,751.78125
457,precipitation457,18.56934389,105.02396368,589.609497070312
458,precipitation458,18.53012358,104.59606333,828.438781738281
459,precipitation459,18.51902497,104.16448206,396.926696777344
460,precipitation460,18.59955794,103.22857642,661.2080078125
461,precipitation461,18.43339382,101.49945194,261.029998779297
462,precipitation462,18.53267637,101.71862711,393.371215820312
463,precipitation463,18.44540254,102.93269307,416.32080078125
464,precipitation464,18.39616044,103.12150963,168.257293701172
465,precipitation465,18.33089435,102.9408146,418.12548828125
466,precipitation466,18.34054315,103.15225272,188.905990600586
467,precipitation467,18.36298826,104.2984932,633.127990722656
468,precipitation468,18.5466719,103.59079774,544.945861816406
469,precipitation469,18.73550353,103.78428444,198.841156005859
470,precipitation470,18.40344323,102.35133498,192.649658203125
471,precipitation471,18.58239091,102.41168346,189.92448425293
472,precipitation472,18.49243773,103.90844574,171.684310913086
473,precipitation473,18.40412949,103.40369121,170.810394287109
474,precipitation474,18.36433328,103.70251639,156.308609008789
475,precipitation475,18.29607284,103.70041031,157.375
476,precipitation476,18.22600587,103.1704865,150.433868408203
477,precipitation477,18.12430619,103.94959139,166.294937133789
478,precipitation478,18.08811518,103.04749503,186.867095947266
479,precipitation479,18.0382957,103.18676966,149.180877685547
480,precipitation480,18.06282229,101.34044037,374.032348632812
481,precipitation481,18.18981519,101.39908422,229.772018432617
482,precipitation482,18.18168448,102.85402197,166.340576171875
483,precipitation483,18.16574854,102.02750929,381.173950195312
484,precipitation484,18.21827503,104.21839704,144.149215698242
485,precipitation485,18.27021716,105.06525419,710.550842285156
486,precipitation486,18.15565259,102.48507043,214.083999633789
487,precipitation487,18.09005245,104.31944133,141.095550537109
488,precipitation488,18.17688371,105.15196098,743.634582519531
489,precipitation489,18.12501898,102.15505515,297.808380126953
490,precipitation490,18.38687287,102.21317941,209.368392944336
491,precipitation491,18.1309529,104.5859728,327.996215820312
492,precipitation492,18.10195511,103.0975008,157.383941650391
493,precipitation493,18.08816884,102.60136962,169.184005737305
494,precipitation494,18.09905941,101.90791683,286.020538330078
495,precipitation495,18.09448049,102.30807139,177.143997192383
496,precipitation496,18.17819487,104.76632565,512.404174804688
497,precipitation497,18.14826008,104.92949254,533.213012695312
498,precipitation498,18.24178681,103.515606,158.000701904297
499,precipitation499,17.98663682,104.66008826,716.758850097656
500,precipitation500,18.01308481,102.83108286,170.648254394531
501,precipitation501,18.02598198,102.47073784,210.922058105469
502,precipitation502,18.00927689,103.01617434,156.033935546875
503,precipitation503,18.05281368,103.65212608,163.685089111328
504,precipitation504,18.11932326,104.06695257,150.24299621582
505,precipitation505,18.07083143,104.18567673,195.448547363281
506,precipitation506,17.95106431,104.99116869,543.466613769531
507,precipitation507,18.17433491,101.66628769,325.179718017578
508,precipitation508,17.98191643,101.76713485,477.228240966797
509,precipitation509,17.87376031,101.9884397,354.686248779297
510,precipitation510,17.92185854,102.91230524,177.438293457031
511,precipitation511,17.83643886,103.57873111,165.085189819336
512,precipitation512,18.08841555,105.2433737,541.401123046875
513,precipitation513,17.97240361,105.25418721,597.078491210938
514,precipitation514,17.94347074,101.59239048,221.562774658203
515,precipitation515,17.84268205,101.88787861,259.989044189453
516,precipitation516,17.96559498,102.67888657,168.792846679688
